CENARIO,POSTO,MES1,MES2,MES3,MES4,MES5,MES6
0,33,2604.8563761779446,3044.643098577328,1924.6604295054292,1458.08866629141,1209.102111701989,972.3326563694469
0,34,4993.613101489406,7431.67109163543,4106.377459215493,3055.2068489498615,3505.3683839764662,2858.4456113296337
0,35,0.0,0.0,0.0,0.0,0.0,0.0
0,36,0.0,0.0,0.0,0.0,0.0,0.0
0,37,0.0,0.0,0.0,0.0,0.0,0.0
0,38,0.0,0.0,0.0,0.0,0.0,0.0
0,39,0.0,0.0,0.0,0.0,0.0,0.0
0,40,0.0,0.0,0.0,0.0,0.0,0.0
0,41,0.0,0.0,0.0,0.0,0.0,0.0
0,42,0.0,0.0,0.0,0.0,0.0,0.0
0,43,0.0,0.0,0.0,0.0,0.0,0.0
0,44,0.0,0.0,0.0,0.0,0.0,0.0
0,45,0.0,0.0,0.0,0.0,0.0,0.0
0,46,0.0,0.0,0.0,0.0,0.0,0.0
0,47,89.24717086190631,496.007193210509,224.93647434519576,150.3732609461845,1187.6564530354099,1037.9588596504013
0,48,91.09140424710873,502.4392411080345,226.62285254107655,150.75758482923422,1218.796283468476,1047.5590260861964
0,49,136.68937263241742,630.5552505129015,276.1748886053709,182.9971823619734,1868.521794226747,1264.2247670110328
0,50,183.15575767712363,743.5180859900416,331.51984789213634,210.75253579174446,2680.0994367337894,1716.28361116966
0,51,186.8253073088236,752.1538898616817,333.5354717901926,213.51557856100774,2741.0586980349735,1752.2919014408005
0,52,193.1866269724704,770.9509851372654,346.70043831763115,217.00737730779807,2872.187166702264,1823.2063493673506
0,53,0.0,0.0,0.0,0.0,0.0,0.0
0,54,0.0,0.0,0.0,0.0,0.0,0.0
0,55,0.0,0.0,0.0,0.0,0.0,0.0
0,56,0.0,0.0,0.0,0.0,0.0,0.0
0,57,40.27096867339219,108.61439247385599,55.25300006573852,25.437472075982566,30.739656979927446,28.436746246806226
0,58,0.0,0.0,0.0,0.0,0.0,0.0
0,59,0.0,0.0,0.0,0.0,0.0,0.0
0,60,0.0,0.0,0.0,0.0,0.0,0.0
0,61,358.1932327851591,1033.5407545684034,476.13516389680746,294.2456051405482,4305.484884459119,2047.119387159958
0,62,381.290549884843,1054.133008594195,499.7566250541821,312.4184036779501,4478.723169321803,2109.9437549747854
0,63,438.32915570958755,1105.8892727176876,552.0723689506067,351.57736425532056,4889.5285395695355,2265.2381532150553
0,64,0.0,0.0,0.0,0.0,0.0,0.0
0,65,0.0,0.0,0.0,0.0,0.0,0.0
0,66,0.0,0.0,0.0,0.0,0.0,0.0
0,67,0.0,0.0,0.0,0.0,0.0,0.0
0,68,0.0,0.0,0.0,0.0,0.0,0.0
0,69,0.0,0.0,0.0,0.0,0.0,0.0
0,70,0.0,0.0,0.0,0.0,0.0,0.0
0,71,9.450323898194693,24.262709642725646,10.198520278003562,23.435177764585298,24.356894664677128,36.096811275988976
0,72,9.305662441459658,25.313980410145945,15.493065184153652,25.323303157249274,28.474456276967185,43.20968759292272
0,73,12.70184958195894,33.88308382617953,23.10713692195595,42.38303190870291,41.08411969026692,61.96572298793009
0,74,111.35460880093797,201.68551964019986,105.1015204008655,131.0622221900863,123.68793871409858,194.17808411343714
0,75,0.0,0.0,0.0,0.0,0.0,0.0
0,76,124.74194685520175,242.00810870696432,157.2070819374267,204.78698851069223,199.48542211025844,287.2537514342014
0,77,147.71424733030298,306.8420805063567,204.4635716474414,323.16495385903346,291.49603660671016,411.93401783338055
0,78,148.37283778313343,319.04024451438465,211.47018730320667,352.55125867842435,313.59161342180477,438.21216313736915
0,79,0.0,0.0,0.0,0.0,0.0,0.0
0,80,0.0,0.0,0.0,0.0,0.0,0.0
0,81,188.70183345824933,429.59341143407664,289.35158915611686,589.713238785936,480.5105699804305,646.4499755996378
0,82,0.0,0.0,0.0,0.0,0.0,0.0
0,83,0.0,0.0,0.0,0.0,0.0,0.0
0,84,0.0,0.0,0.0,0.0,0.0,0.0
0,85,0.0,0.0,0.0,0.0,0.0,0.0
0,86,0.0,0.0,0.0,0.0,0.0,0.0
0,87,0.0,0.0,0.0,0.0,0.0,0.0
0,88,0.0,0.0,0.0,0.0,0.0,0.0
0,89,39.49461887983567,112.52841081983338,53.42456820596882,169.7958374991035,322.88990261735916,441.94605993216595
0,90,0.0,0.0,0.0,0.0,0.0,0.0
0,91,0.0,0.0,0.0,0.0,0.0,0.0
0,92,129.56985290152534,430.13723110004133,183.70170797995195,394.72088758519226,1101.9206234851285,1494.1044722074896
0,93,5.9551891700506205,7.220854593289193,5.309389450751722,4.591462310209941,37.249400304892276,100.59343706757116
0,94,172.6111647268566,467.08054352759757,207.98205956930204,432.12910205497434,1203.7209329153272,1786.2590034734296
0,95,0.0,0.0,0.0,0.0,0.0,0.0
0,96,0.0,0.0,0.0,0.0,0.0,0.0
0,97,70.31849715221571,125.06871191768833,46.9945157842106,33.830066145273115,332.6182706469861,668.7161638284308
0,98,56.34551744596591,104.05880701831414,40.78326184572919,27.236839116822264,238.46741227372843,418.92470344076366
0,99,63.63169550598371,66.8030386777005,54.71777255053852,50.88191864132024,57.32271798610279,49.291630318799584
0,100,0.0,0.0,0.0,0.0,0.0,0.0
0,101,26.510954437147348,111.31131628805993,47.71689746988491,112.62125177464488,90.44369978045565,177.7364594530457
0,102,103.3532420971823,70.68103968465859,51.95574613196057,45.901422552073804,231.86412526754583,233.51991043089038
0,103,105.91848705344053,74.95882612795279,54.06235384000673,45.140551062221796,239.21098974773417,243.02399426871452
0,104,37.84711075470239,37.1417855973579,13.10800873320444,8.828851077630636,73.05713096370593,11.55956692372839
0,105,0.0,0.0,0.0,0.0,0.0,0.0
0,106,0.0,0.0,0.0,0.0,0.0,0.0
0,107,0.0,0.0,0.0,0.0,0.0,0.0
0,108,0.0,0.0,0.0,0.0,0.0,0.0
0,109,19.955063347124526,21.20151405405206,4.770727357685924,6.5303495524303266,40.988416875827184,6.019880993511693
0,110,11.489175546101599,19.119872269613545,14.092429833673147,14.64392280178648,34.07147605760039,62.67745170210736
0,111,40.31572063761948,38.38672646746061,32.83014069239784,32.225121098833874,176.18698466374798,387.4149597695448
0,112,40.07692873237484,39.65832184386126,33.95392861540641,31.77003332402549,174.20075935719123,391.74656171789997
0,113,52.21021375543076,45.40581622844348,37.360538704070535,36.62602101759217,230.41845152706625,541.3641035636618
0,114,65.74644280309182,50.25846663228767,40.99471152705839,37.20226169064127,289.80279387674756,704.1682472129387
0,115,9.65235325355789,12.763531622846887,6.912031805322661,5.427162838802968,15.116376434981163,13.79092076337352
0,116,4.474625166118002,3.724301267164539,2.944756042470616,1.5760435563080053,10.620253690840599,2.5096941119419265
0,117,15.498740014018562,18.223880930782972,6.240778982410433,3.4015908130771297,30.3706402830209,6.037610924342374
0,118,20.107724985007156,21.230182940860793,6.369317071749735,6.387729525670044,41.663061148614744,6.977156062633889
0,119,24.938953483601907,25.248448295149394,9.920986295744006,6.605515500071488,51.599605959246375,7.695394699026349
0,120,34.8614592713269,20.011348194603364,26.01756436648691,11.320304406819302,10.21624416735082,10.22422189824789
0,121,132.67552695333094,90.88623645293114,81.31368305124103,53.01432185641415,40.688550331277945,37.112192835636655
0,122,147.63473143781812,104.45708379680829,98.57434307666988,59.986204999862,46.47182043400533,40.93638519119193
0,123,343.68881084043073,278.1212633487214,332.0564182581307,159.272569171367,103.82253902855133,95.10251349131856
0,124,0.0,0.0,0.0,0.0,0.0,0.0
0,125,424.7383078646582,368.1558872760132,455.5411473600135,213.44779899682618,127.36931613554351,114.54826679275138
0,126,0.0,0.0,0.0,0.0,0.0,0.0
0,127,0.0,0.0,0.0,0.0,0.0,0.0
0,128,0.0,0.0,0.0,0.0,0.0,0.0
0,129,670.0522380338606,636.4745069897745,851.0418026480436,432.96370159785573,274.48627340216683,233.45600065432794
0,130,724.057571479295,699.0638092468052,947.2597013893071,478.8732273070634,312.82133475484403,258.9371540590455
0,131,0.0,0.0,0.0,0.0,0.0,0.0
0,132,0.0,0.0,0.0,0.0,0.0,0.0
0,133,0.0,0.0,0.0,0.0,0.0,0.0
0,134,176.07487579525022,190.683968011292,107.41093251634226,90.33442387147917,75.96279736204832,63.853855541988096
0,135,0.0,0.0,0.0,0.0,0.0,0.0
0,136,0.0,0.0,0.0,0.0,0.0,0.0
0,137,0.0,0.0,0.0,0.0,0.0,0.0
0,138,0.0,0.0,0.0,0.0,0.0,0.0
0,139,0.0,0.0,0.0,0.0,0.0,0.0
0,140,0.0,0.0,0.0,0.0,0.0,0.0
0,141,524.6947015914382,694.0190359639007,400.6173936230784,350.23706030200185,324.75464771988305,274.10599331260323
0,142,0.0,0.0,0.0,0.0,0.0,0.0
0,143,0.0,0.0,0.0,0.0,0.0,0.0
0,144,728.2665133027425,881.0476610392624,554.7776883844905,492.1901041772511,460.55032339803716,400.07251463675163
0,145,125.46067693437946,147.62526782521968,101.1335809092673,88.19603333175114,81.7763165824867,73.09857288474902
0,146,0.0,0.0,0.0,0.0,0.0,0.0
0,147,0.0,0.0,0.0,0.0,0.0,0.0
0,148,598.0640642441084,762.6725429243681,456.77935651823225,400.8398375708392,375.34478636425007,319.9433188770587
0,149,125.3619366224272,249.05512627819695,122.39076281008077,105.72048581456212,99.99970818720773,77.82054183274492
0,150,0.0,0.0,0.0,0.0,0.0,0.0
0,151,0.0,0.0,0.0,0.0,0.0,0.0
0,152,0.0,0.0,0.0,0.0,0.0,0.0
0,153,0.0,0.0,0.0,0.0,0.0,0.0
0,154,134.51032709757936,111.99433429085911,100.77871817463725,91.67652407322424,188.53656891855513,229.35905307294271
0,155,77.3191811950376,233.529395927758,110.4897433088394,78.80629294338111,67.8147033715388,56.3790029338132
0,156,767.263888410863,1625.299664386648,671.6915362126163,408.2904625464998,336.0523155400622,261.9032017534295
0,157,0.0,0.0,0.0,0.0,0.0,0.0
0,158,58.40000081876494,59.086070649877925,42.645385679428216,35.23711247514034,28.669799406714485,23.920194493770875
0,159,0.0,0.0,0.0,0.0,0.0,0.0
0,160,8.54249844211409,10.76139544658654,4.8780080877431296,3.9746317301767746,18.440066441835643,3.95775755614849
0,161,139.89905772672108,144.56066224438814,51.824786894728184,39.477109809280165,279.1997411240979,42.730243398429465
0,162,0.0,0.0,0.0,0.0,0.0,0.0
0,163,0.0,0.0,0.0,0.0,0.0,0.0
0,164,0.0,0.0,0.0,0.0,0.0,0.0
0,165,0.0,0.0,0.0,0.0,0.0,0.0
0,166,0.0,0.0,0.0,0.0,0.0,0.0
0,167,0.0,0.0,0.0,0.0,0.0,0.0
0,168,2033.2104173062626,2167.9505874677325,1407.4449716906245,956.5234721115988,784.462098875478,675.4046716897869
0,169,2918.849878982083,3584.8894624944583,2565.853106668648,1467.5122607477867,1164.6335564211229,1006.4447673480682
0,170,0.0,0.0,0.0,0.0,0.0,0.0
0,171,0.0,0.0,0.0,0.0,0.0,0.0
0,172,2917.596068935835,3585.7333553371755,2568.7564085121126,1465.3547504733654,1166.6429405771864,1009.9614885290559
0,173,2919.3803769282245,3585.282764466961,2567.187186797453,1464.3911294132092,1165.5236855759592,1009.2250139897645
0,174,0.0,0.0,0.0,0.0,0.0,0.0
0,175,2919.261534688492,3586.034598843112,2567.924233827713,1464.7806026527758,1165.110314296114,1006.8867873123523
0,176,2918.3806869679847,3584.2377593682395,2566.8586374828255,1465.4588595329749,1166.7428287339922,1007.2125960898072
0,177,0.0,0.0,0.0,0.0,0.0,0.0
0,178,2918.60900808384,3584.2009444541563,2568.64470475781,1463.5098448231327,1166.4312217759134,1007.9559020908439
0,179,0.0,0.0,0.0,0.0,0.0,0.0
0,180,0.0,0.0,0.0,0.0,0.0,0.0
0,181,0.0,0.0,0.0,0.0,0.0,0.0
0,182,0.0,0.0,0.0,0.0,0.0,0.0
0,183,53.11701937576499,101.21133713904501,43.51904245099872,36.05434933003489,32.671172262560574,29.04801642416484
0,184,0.0,0.0,0.0,0.0,0.0,0.0
0,185,0.0,0.0,0.0,0.0,0.0,0.0
0,186,0.0,0.0,0.0,0.0,0.0,0.0
0,187,0.0,0.0,0.0,0.0,0.0,0.0
0,188,358.2753786194749,273.29039492910573,155.67752687401062,136.5186051746949,119.0150771518019,101.86590327475483
0,189,0.0,0.0,0.0,0.0,0.0,0.0
0,190,881.96327215838,890.3830885751343,672.0537438436636,469.88956090983976,408.2081074451772,371.0141944534864
0,191,953.4430359347479,1336.8324975703497,753.8443768384101,514.5497835682966,364.8778843159389,258.4207340108353
0,192,0.0,0.0,0.0,0.0,0.0,0.0
0,193,0.0,0.0,0.0,0.0,0.0,0.0
0,194,0.0,0.0,0.0,0.0,0.0,0.0
0,195,0.0,0.0,0.0,0.0,0.0,0.0
0,196,36.655356194266815,43.37093597196071,27.589598521423163,22.331700656459777,20.811009480870876,14.352233278749797
0,197,34.39869772319041,34.44395945485077,47.77274924389355,27.391747130498835,16.21476331343068,15.49824161043657
0,198,58.91668043884958,66.36112277819625,94.03383141523824,55.560940937131264,38.05991735006474,33.53463541566961
0,199,0.0,0.0,0.0,0.0,0.0,0.0
0,200,0.0,0.0,0.0,0.0,0.0,0.0
0,201,17.301540697226592,15.99239230341525,20.721600933848336,15.09779652902183,11.087740587059288,10.288974849840745
0,202,7.703384145237423,6.6680714468604165,10.592029164887215,6.287063039900709,5.690262704569988,3.9245909059041666
0,203,24.93955704865396,20.76419199077365,32.699192796872076,19.45064173153938,16.11221057766522,15.233457444047149
0,204,2045.6678848905362,3669.346613852676,2888.8207193340863,2653.334967436619,1865.563208026504,1226.1034236020707
0,205,139.80335979540732,152.48418749231155,107.20111482853999,78.13376781113492,61.84267832347157,46.38814976483372
0,206,275.57822987255355,414.34789778260546,230.61370301105254,181.41703595311373,145.04355189100332,114.22856751068406
0,207,278.08635496671604,416.2242400677354,231.39252842569545,182.31907362226812,145.54985929253579,113.51691105465503
0,208,0.0,0.0,0.0,0.0,0.0,0.0
0,209,505.21735340008615,547.6058550598781,376.71230118346915,283.41809620138963,220.2699192195275,166.94918284003043
0,210,0.0,0.0,0.0,0.0,0.0,0.0
0,211,243.1466835070563,391.0310287625117,194.59984257437375,150.78668915331207,164.01078002797138,122.6414004967717
0,212,0.0,0.0,0.0,0.0,0.0,0.0
0,213,0.0,0.0,0.0,0.0,0.0,0.0
0,214,0.0,0.0,0.0,0.0,0.0,0.0
0,215,61.97115448929279,264.0201249617995,90.44363052244,82.63428094519415,540.4245866617678,432.4348862229049
0,216,44.07774840009775,124.73663215150638,61.144682054188756,184.63893233297708,354.1687594208675,485.871722819561
0,217,115.48901879931216,405.76119555767696,167.16764268419755,302.2248387987966,986.6320832717197,1172.5776131521152
0,218,0.0,0.0,0.0,0.0,0.0,0.0
0,219,0.0,0.0,0.0,0.0,0.0,0.0
0,220,10.193822176485163,9.978570352631888,6.267052165561487,7.4932434617091666,63.92926714331295,167.70127720918958
0,221,0.0,0.0,0.0,0.0,0.0,0.0
0,222,175.6199295894623,397.65174648849955,267.48211982145796,545.5798008997799,444.6674751676952,597.3587785118996
0,223,0.0,0.0,0.0,0.0,0.0,0.0
0,224,0.0,0.0,0.0,0.0,0.0,0.0
0,225,0.0,0.0,0.0,0.0,0.0,0.0
0,226,0.0,0.0,0.0,0.0,0.0,0.0
0,227,1010.0386100595849,1361.826442104274,981.9224820933443,711.983070344514,600.3808586570609,510.83677006871665
0,228,1105.4006890160977,1491.2113721670414,1071.0801844841894,780.641324053267,656.4656484842145,559.0640524923207
0,229,3331.8423802829966,4357.982155557099,3193.9014740537636,1875.5609021033822,1289.7973380725562,964.7150047082603
0,230,3352.4669292956455,4384.143171047178,3212.6497739508545,1884.077571848499,1295.5090110774154,966.7556151928254
0,231,0.0,0.0,0.0,0.0,0.0,0.0
0,232,0.0,0.0,0.0,0.0,0.0,0.0
0,233,0.0,0.0,0.0,0.0,0.0,0.0
0,234,0.0,0.0,0.0,0.0,0.0,0.0
0,235,0.0,0.0,0.0,0.0,0.0,0.0
0,236,0.0,0.0,0.0,0.0,0.0,0.0
0,237,294.65077602378335,785.9793042435927,239.74407590648102,160.65161673819964,1481.4598943524247,952.5488232918253
0,238,349.9021642466365,866.1505532023718,280.8716212025949,194.75095449787813,1692.7027820687724,1010.3300216066053
0,239,455.2434274335226,1023.4961365865277,357.96515309497954,260.8699593156829,2091.796835712216,1126.497953855553
0,240,499.2140395699167,1059.3635465252241,383.89417013351675,282.1553610462595,2198.823565187204,1149.9187401743943
0,241,171.23950998892047,160.7549921167497,135.3505568162848,117.48118143309233,131.10132951231645,109.71373888492553
0,242,516.7742637669353,1072.6447971917742,395.3838190061747,290.0248262041939,2243.7218363357956,1158.0724602820123
0,243,537.6732587436231,1101.35725760132,412.55565744747196,303.9530850654216,2259.2670962471375,1172.2405235001524
0,244,5531.238495535217,8531.971126669254,4515.660169664117,3356.394671724733,5765.392287524664,4030.9197127697585
0,245,6019.395911729723,8976.017982505193,4858.487512936815,3642.3618543831244,6086.954050280128,4305.473267046394
0,246,6790.50686990711,9771.836817286672,5488.323190886236,4127.111617440373,8525.807835487105,7069.171895754129
0,247,160.02890499170266,127.75103773633451,98.43001243194684,81.58479503900311,92.11364061218325,63.77453572443813
0,248,168.27000844131462,134.0965409519037,102.73026522117401,84.90090021656853,94.24754684350279,64.28519526098077
0,249,136.49688916435366,635.0918228998435,281.4104337299467,180.49816144883766,1896.9512454072242,1281.099026487132
0,250,0.0,0.0,0.0,0.0,0.0,0.0
0,251,232.19305363712473,251.80525503079696,167.60635184496533,126.15969561619148,98.29336035539896,74.27233309406
0,252,71.86055908453379,79.64343847188583,72.16481081583011,52.80897934002582,59.03716793074666,48.187791495236574
0,253,1067.76098439655,1532.8052959913045,851.2241568397546,575.4302020713285,404.2946960710166,284.66217684850545
0,254,94.67778760412479,44.79244796182414,29.825322254164178,21.63810082762017,20.175646554322437,19.290698605370842
0,255,159.2731589947059,119.1198043198139,60.32272446568897,47.09056265220665,34.52779431389091,25.79716664479705
0,256,0.0,0.0,0.0,0.0,0.0,0.0
0,257,1985.3560463961824,3069.5140496478057,1612.9255912565775,1035.7699965568797,726.4389382537174,509.3452996464188
0,258,0.0,0.0,0.0,0.0,0.0,0.0
0,259,72.12357929688608,78.90135923174581,70.61220146446628,51.17801971000715,60.011210356399346,47.10133194851145
0,260,0.0,0.0,0.0,0.0,0.0,0.0
0,261,179.28563653041914,144.0805520690164,111.50220997887186,90.96441940656572,102.88864416319491,70.17941647736946
0,262,50.23775951495045,100.29158104560784,43.66314406954517,35.203574679123946,33.653201216777965,28.546407717321074
0,263,175.47818836762733,191.42536972121852,107.02519606687122,89.71261500307605,76.59046608138296,64.20937239356682
0,264,0.0,0.0,0.0,0.0,0.0,0.0
0,265,0.0,0.0,0.0,0.0,0.0,0.0
0,266,8122.310535677658,11885.774891406527,6646.8477011894665,4943.354020741243,14509.476913549437,10720.647200813633
0,267,0.0,0.0,0.0,0.0,0.0,0.0
0,268,0.0,0.0,0.0,0.0,0.0,0.0
0,269,2329.0201980874454,2333.647190037001,2510.5486759645755,2673.1173929834767,1434.5444020522461,957.7073299365512
0,270,834.1966714053643,1139.5432467482015,657.554281601868,457.17951899693156,322.3902037047886,227.60346590467014
0,271,6440.250217177589,10994.386843404065,5879.56481377357,3788.2233369255937,2735.327961145338,1990.7593764012772
0,272,0.0,0.0,0.0,0.0,0.0,0.0
0,273,2946.4447600265717,4675.076981335046,2409.774319403477,1515.0668017248063,1062.5181396969854,743.9934365838105
0,274,0.0,0.0,0.0,0.0,0.0,0.0
0,275,21150.524124608106,33838.223571276016,23127.903395891688,12490.27609532254,6349.277772355418,3796.124210863671
0,276,0.0,0.0,0.0,0.0,0.0,0.0
0,277,816.9747984917896,2385.874255244289,1938.5534392697625,1049.6558022259649,489.7016117309929,306.73584623795125
0,278,166.7026710734504,154.24188991713524,81.44983316304754,58.206331982756765,49.60700898011825,41.155570538575944
0,279,657.653099822156,1086.1090803360376,571.9373612180739,225.06846265711908,103.10225230879357,52.21313187104143
0,280,2050.5408420879753,3680.202152979308,2898.6645353587755,2660.9344957699714,1870.3239594256022,1230.4051655007286
0,281,88.65803301065652,93.93036315628284,84.79017815855919,77.29596622094522,80.04068291616676,74.28223613284517
0,282,0.0,0.0,0.0,0.0,0.0,0.0
0,283,8.654377697737335,22.893052600807348,11.631289977704029,26.183511438669257,23.86670691468656,35.25979773034677
0,284,68.68041481126227,129.2801389030011,47.79420804331047,33.12393863536503,345.8111174442443,698.8917488330977
0,285,27925.748656600797,32983.95978586853,25198.858082463652,15719.278070060685,9606.350187424638,6937.9305661910375
0,286,4.543881406061927,6.321537992663778,4.955463007116,20.287374550143,21.18752653894341,64.43868970501565
0,287,29349.651472669124,34926.815346013485,26804.860569607317,16277.95305083198,9992.868055109968,6973.132388230143
0,288,14636.510939890935,21502.440240401134,25232.632122811032,15878.163313000432,6101.740081698094,2835.595044219106
0,289,0.0,0.0,0.0,0.0,0.0,0.0
0,290,2956.051219046127,7478.4623775768505,7854.521084999369,6216.560318955969,3796.992031768316,2390.039110299252
0,291,610.0215242467101,859.7372808458698,479.0079947085567,255.90489273765374,149.1298890625833,96.768020234914
0,292,0.0,0.0,0.0,0.0,0.0,0.0
0,293,0.0,0.0,0.0,0.0,0.0,0.0
0,294,159.04798131911056,147.46037600332863,124.52765340261429,109.18470355304402,120.62288626428806,101.01573103606903
0,295,68.01396287591183,72.23899670515695,68.99063613507357,66.59914821777127,64.33292723451083,60.947565051989116
0,296,32.56004162583996,32.04117898089097,30.949630175037537,27.611418096558946,26.394519084835053,26.463586184430365
0,297,2068.9169335777074,3711.5801263344247,2920.605135400961,2683.223069747706,1885.8546408490784,1238.8562168298547
0,298,0.0,0.0,0.0,0.0,0.0,0.0
0,299,0.0,0.0,0.0,0.0,0.0,0.0
0,300,0.0,0.0,0.0,0.0,0.0,0.0
0,301,19.55940198800432,21.400264707932866,6.082908028901406,6.298386704876714,40.41363400158736,7.351736009980753
0,302,0.0,0.0,0.0,0.0,0.0,0.0
0,303,0.0,0.0,0.0,0.0,0.0,0.0
0,304,0.0,0.0,0.0,0.0,0.0,0.0
0,305,0.0,0.0,0.0,0.0,0.0,0.0
0,306,0.0,0.0,0.0,0.0,0.0,0.0
0,307,0.0,0.0,0.0,0.0,0.0,0.0
0,308,0.0,0.0,0.0,0.0,0.0,0.0
0,309,0.0,0.0,0.0,0.0,0.0,0.0
0,310,0.0,0.0,0.0,0.0,0.0,0.0
0,311,0.0,0.0,0.0,0.0,0.0,0.0
0,312,0.0,0.0,0.0,0.0,0.0,0.0
0,313,0.0,0.0,0.0,0.0,0.0,0.0
0,314,0.0,0.0,0.0,0.0,0.0,0.0
0,315,0.0,0.0,0.0,0.0,0.0,0.0
0,316,0.0,0.0,0.0,0.0,0.0,0.0
0,317,0.0,0.0,0.0,0.0,0.0,0.0
0,318,0.0,0.0,0.0,0.0,0.0,0.0
0,319,0.0,0.0,0.0,0.0,0.0,0.0
0,320,24.26334016916533,25.177946255695133,8.688443501973138,5.346421347758966,52.255247080372996,10.15528819602706
1,1,100.79328714943553,154.36686836148624,77.61297328585502,60.116832582701086,70.6982292976311,52.73104322253806
1,2,100.018354534383,154.15402450237104,78.6924301645306,59.28824831367857,72.67323761261999,52.109825500991256
1,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0,0.0,0.0
1,6,667.5735169483287,1377.5183099598266,576.2005258866343,412.7702161869523,598.7434485644933,433.35904227164923
1,7,748.225979504238,1588.293698553252,661.686444542155,459.31514331527734,660.8957572522246,484.77115993285497
1,8,766.6345627341823,1636.6508922145224,678.516892100049,469.1773916974585,676.7134203671552,494.84493548180006
1,9,774.7891350620781,1654.9365437914953,689.729298582039,471.85545316665986,682.2146198131113,500.20025510053586
1,10,797.7106258581827,1713.9218223174544,713.5114245054488,485.7734289432296,701.7752301208811,513.6048443820591
1,11,845.83756170959,1840.9724413023935,763.5055071699509,513.786712490886,739.0304054007484,545.3806961799129
1,12,959.5711266129254,2118.298625344724,899.0641834715128,604.7723322889638,835.4076720463039,614.2669055600533
1,13,0.0,0.0,0.0,0.0,0.0,0.0
1,14,47.1672813144005,79.6737709157378,37.16484262095384,29.022084413872964,68.03240044739422,29.50136474846696
1,15,76.74852012438745,133.781563683148,63.44039466190936,48.51015995599271,108.76053789689793,50.755740239454255
1,16,79.96770774822944,137.36059766691233,65.04527693690022,48.99190777708361,108.55485666238584,49.9109769074799
1,17,1401.9923763501974,3220.6110917667324,1444.3936790403213,1001.6432571085534,1519.1452825403821,1282.7551548955728
1,18,1605.4140550888444,3596.01712463106,1609.5245561387749,1133.6282895571562,1723.2007959737016,1441.6655132571525
1,19,0.0,0.0,0.0,0.0,0.0,0.0
1,20,0.0,0.0,0.0,0.0,0.0,0.0
1,21,0.0,0.0,0.0,0.0,0.0,0.0
